location,year,category,rank,query
Peru,2014,People,5,Ébola
Peru,2014,People,1,Robin Williams
Peru,2014,People,2,Karen Schwarz
Peru,2014,People,3,Gustavo Cerati
Peru,2014,People,4,Guty Carrera
Peru,2014,People,5,Gabriel García Márquez
Philippines,2014,People,1,Vhong Navarro
Philippines,2014,People,2,Flappy Bird
Philippines,2014,People,3,Robin Williams
Philippines,2014,People,4,Rude (Magic!)
Philippines,2014,People,5,Frozen
Poland,2014,People,1,Anna Przybylska
Poland,2014,People,2,Conchita Wurst
Poland,2014,People,3,Robin Williams
Poland,2014,People,4,Kamil Stoch
Poland,2014,People,5,Mariusz Trynkiewicz
Portugal,2014,Global Figures,1,Robin Williams
Portugal,2014,Global Figures,2,Philip Seymour Hoffman
Portugal,2014,Global Figures,3,Dwayne Johnson
Portugal,2014,Global Figures,4,Michael Schumacher
Portugal,2014,Global Figures,5,Conchita Wurst
Puerto Rico,2014,People,1,FIFA
Puerto Rico,2014,People,2,Robin Williams
Puerto Rico,2014,People,3,Ébola
Puerto Rico,2014,People,4,Chikungunya
Puerto Rico,2014,People,5,Mónica Spear
Puerto Rico,2014,People,1,Robin Williams
Puerto Rico,2014,People,2,Mónica Spear
Puerto Rico,2014,People,3,Jennifer Lawrence
Puerto Rico,2014,People,4,Luis Raúl
Puerto Rico,2014,People,5,Joan Rivers
Romania,2014,People,1,Simona Halep
Romania,2014,People,2,iPhone 6
Romania,2014,People,3,rezultate bacalaureat
Romania,2014,People,4,eurovision
Romania,2014,People,5,Robin Williams
Romania,2014,People,1,Simona Halep
Romania,2014,People,2,Robin Williams
Romania,2014,People,3,Conchita Wurst
Romania,2014,People,4,Adrian Iovan
Romania,2014,People,5,Bear Grylls
Saudi Arabia,2014,People,1,سعد المجرد
Saudi Arabia,2014,People,2,حسين الامام
Saudi Arabia,2014,People,3,خالد صالح
Saudi Arabia,2014,People,4,لطفية النادي
Saudi Arabia,2014,People,5,جنى الشمري
Saudi Arabia,2014,People,1,لمى الروقي
Saudi Arabia,2014,People,2,رامز قرش البحر
Saudi Arabia,2014,People,3,ايفون 6
Saudi Arabia,2014,People,4,مسلسل صديقات العمر
Saudi Arabia,2014,People,5,كاس العالم 2014
Senegal,2014,People,1,James Rodriguez
Senegal,2014,People,2,Di Maria
Senegal,2014,People,3,Toni Kroos
Senegal,2014,People,4,Rosario
Senegal,2014,People,5,Moustapha Cissé Lo
Senegal,2014,People,1,Dinama Nekh
Senegal,2014,People,2,Campusen
Senegal,2014,People,3,Ebola
Senegal,2014,People,4,Coupe du Monde
Senegal,2014,People,5,Senepeople
Singapore,2014,People,1,MH370
Singapore,2014,People,3,iPhone 6
Singapore,2014,People,4,MH17
Singapore,2014,People,5,Robin Williams
Singapore,2014,People,1,Robin Williams
Singapore,2014,People,2,Jennifer Lawrence
Singapore,2014,People,3,Anton Casey
Singapore,2014,People,4,Ladies Code
Singapore,2014,People,5,Joan Rivers
Slovakia,2014,People,1,Iveta Bartošová
Slovakia,2014,People,2,Robin Williams
Slovakia,2014,People,3,Dominika Cibulková
Slovakia,2014,People,4,Conchita Wurst
Slovakia,2014,People,5,Miroslav Hlinka
South Africa,2014,Global Figures,1,Julius Malema
South Africa,2014,Global Figures,2,Jacob Zuma
South Africa,2014,Global Figures,3,Musi Maimane
South Africa,2014,Global Figures,4,Lindiwe Mazibuko
South Africa,2014,Global Figures,5,Kgalema Motlanthe
South Africa,2014,People,1,Senzo Meyiwa
South Africa,2014,People,2,Ebola
South Africa,2014,People,3,Robin Williams
South Africa,2014,People,4,Oscar Pistorius
Spain,2014,People,1,Conchita Wurst
Spain,2014,People,2,Renée Zellweger
Spain,2014,People,3,Hiba Abouk
Spain,2014,People,4,Tania Llasera
Spain,2014,People,5,Clara Lago
Sweden,2014,People,1,Robin Williams
Sweden,2014,People,2,Conchita Wurst
Sweden,2014,People,3,Jennifer Lawrence
Sweden,2014,People,4,Philip Seymour Hoffman
Sweden,2014,People,5,Ace Wilder
Switzerland,2014,Global Figures,1,Michael Schumacher
Switzerland,2014,Global Figures,2,Robin Williams
Switzerland,2014,Global Figures,3,Conchita Wurst
Switzerland,2014,Global Figures,4,Jennifer Lawrence
Switzerland,2014,Global Figures,5,Nabilla Benattia
Switzerland,2014,People,1,WM 2014
Switzerland,2014,People,2,iPhone 6
Switzerland,2014,People,3,Michael Schumacher
Switzerland,2014,People,4,Robin Williams
Switzerland,2014,People,5,Conchita Wurst
United Arab Emirates,2014,People,2,iPhone 6
United Arab Emirates,2014,People,3,Malaysian Airlines
United Arab Emirates,2014,People,4,رمضان
United Arab Emirates,2014,People,5,Robin Williams
United States,2014,People,1,Robin Williams
United States,2014,People,4,Malaysia Airlines
United States,2014,People,5,Flappy Bird
United States,2014,People,1,Jennifer Lawrence
United States,2014,People,2,Kim Kardashian
United States,2014,People,3,Tracy Morgan
United States,2014,People,4,Ray Rice
United States,2014,People,5,Tony Stewart
United States,2014,Athletes,1,Ray Rice
United States,2014,Athletes,2,Adrian Peterson
United States,2014,Athletes,3,Richard Sherman
United States,2014,Athletes,4,Paul George
United States,2014,Athletes,5,Carmelo Anthony
Uruguay,2014,People,1,Elecciones 2014
Uruguay,2014,People,2,Mundial 2014
Uruguay,2014,People,3,Robin Williams
Uruguay,2014,People,4,Luis Suárez
Uruguay,2014,People,5,Tiempo
Uruguay,2014,People,1,Robin Williams
Uruguay,2014,People,2,Luis Suárez
Uruguay,2014,People,3,Jorge Ibáñez
Uruguay,2014,People,4,China Zorrilla
Uruguay,2014,People,5,Nazarena Vélez
Global,2015,People,1,Lamar Odom
Global,2015,People,2,Charlie Hebdo
Global,2015,People,3,Agar.io
Global,2015,People,4,Jurassic World
Global,2015,People,5,Paris
Global,2015,People,1,Lamar Odom
Global,2015,People,2,Ronda Rousey
Global,2015,People,3,Caitlyn Jenner
Global,2015,People,4,Adele
Global,2015,People,5,Charlie Sheen
Global,2015,Loss,1,Bobbi Kristina
Global,2015,Loss,2,Cristiano Araujo
Global,2015,Loss,3,Christopher Lee
Global,2015,Loss,4,Sandra Bland
Global,2015,Loss,5,Stuart Scott
Argentina,2015,People,1,Padrón electoral
Argentina,2015,People,2,Copa América
Argentina,2015,People,3,Dubsmash
Argentina,2015,People,4,Gran hermano 2015
Argentina,2015,People,5,Las mil y una noches
Argentina,2015,People,1,Alberto Nisman
Argentina,2015,People,2,Marina Calabró
Argentina,2015,People,3,Gisela Bernal
Argentina,2015,People,4,Matías Alé
Argentina,2015,People,5,El gigoló
Australia,2015,People,1,Netflix
Australia,2015,People,3,Lamar Odom
Australia,2015,People,4,Ronda Rousey
Australia,2015,People,5,Asian Cup
Austria,2015,Global Figures,1,Christopher Lee
Austria,2015,Global Figures,2,Dakota Johnson
Austria,2015,Global Figures,3,Angelina Heger
Austria,2015,Global Figures,4,Elisabetta Canalis
Austria,2015,Global Figures,5,Sara Kulka
Bangladesh,2015,People,1,SSC Result 2015
Bangladesh,2015,People,2,HSC Result 2015
Bangladesh,2015,People,5,IPL 2015
Bangladesh,2015,People,1,Mustafizur Rahman
Bangladesh,2015,People,2,APJ Abdul Kalam
Bangladesh,2015,People,3,Radhika Apte
Bangladesh,2015,People,4,Taskin Ahmed
Bangladesh,2015,People,5,Ariel Winter
Brazil,2015,Loss,1,Cristiano Araújo
Brazil,2015,Loss,2,Betty Lago
Brazil,2015,Loss,3,Ken Humano
Brazil,2015,Loss,4,Yona Magalhães
Brazil,2015,Loss,5,Christopher Lee
Brazil,2015,People,1,Pablo Escobar
Brazil,2015,People,2,Zeca Camargo
Brazil,2015,People,3,Marlon Teixeira
Brazil,2015,People,4,Bruce Jenner
Brazil,2015,People,5,Renato Aragão
Canada,2015,People,1,Blue Jays
Canada,2015,People,2,Justin Trudeau
Canada,2015,People,3,Federal Election
Canada,2015,People,4,Pan Am Games
Canada,2015,People,5,Paris Shooting
Canada,2015,Global Figures,1,Justin Trudeau
Canada,2015,Global Figures,2,Joel Legendre
Canada,2015,Global Figures,3,Pierre Trudeau
Canada,2015,Global Figures,4,Mike Babcock
Canada,2015,Global Figures,5,Drake
Canada,2015,People,1,Chris Hyndman
Canada,2015,People,2,Lamar Odom
Canada,2015,People,3,Caitlyn Jenner
Canada,2015,People,4,Bobbi Kristina Brown
Canada,2015,People,5,Ronda Rousey
Chile,2015,People,1,Bono Marzo
Chile,2015,People,2,Copa América
Chile,2015,People,3,Sky Airlines
Chile,2015,People,4,Agar.io
Chile,2015,People,5,Restricción vehicular
Croatia,2015,People,1,Tina Katanić
Croatia,2015,People,2,Tomislav Salopek
Croatia,2015,People,3,Kolinda Grabar Kitarović
Croatia,2015,People,4,Kemal Monteno
Croatia,2015,People,5,Arsen Dedić
Ghana,2015,People,1,Muna Obiekwe
Ghana,2015,People,2,Anas Aremeyaw Anas
Ghana,2015,People,3,Nana Aba Anamoah
Ghana,2015,People,4,Baba Rahman
Ghana,2015,People,5,Pedro
India,2015,People,2,Bahubali
India,2015,People,3,Bajrangi Bhaijaan
India,2015,People,4,Prem Ratan Dhan Payo
India,2015,People,5,Indian Premier League (IPL)
Indonesia,2015,People,1,Batu Akik
Indonesia,2015,People,2,GO-JEK
Indonesia,2015,People,3,Kue Cubit
Indonesia,2015,People,4,Angeline
Indonesia,2015,People,5,Olga Syahputra
Ireland,2015,People,1,Karen Buckley
Ireland,2015,People,2,Conor McGregor
Ireland,2015,People,3,Lamar Odom
Ireland,2015,People,4,Lady Colin Campbell
Ireland,2015,People,5,Ed Sheeran
Ireland,2015,Global Figures,1,Charlie Haughey
Ireland,2015,Global Figures,2,Leo Varadkar
Ireland,2015,Global Figures,3,Donald Trump
Ireland,2015,Global Figures,4,Jeremy Corbyn
Ireland,2015,Global Figures,5,David Cameron
Italy,2015,People,1,Pino Daniele
Italy,2015,People,2,Valentino Rossi
Italy,2015,People,3,Sergio Mattarella
Italy,2015,People,4,Laura Antonelli
Italy,2015,People,5,Maria Grazia Capulli
Malaysia,2015,People,1,Lee Kuan Yew
Malaysia,2015,People,2,Paul Walker
Malaysia,2015,People,3,Najib Razak
Malaysia,2015,People,4,Mia Ahmad
Malaysia,2015,People,5,Kevin Morais
Mexico,2015,People,1,Huracán Patricia
Mexico,2015,People,2,Joan Sebastian
Mexico,2015,People,3,50 sombras de Grey
Mexico,2015,People,4,Lorena Rojas
Mexico,2015,People,5,Chapo Guzmán
New Zealand,2015,People,1,Agario
New Zealand,2015,People,3,Cyclone Pam
New Zealand,2015,People,4,Natalia Kills
New Zealand,2015,People,5,Jonah Lomu
Nigeria,2015,People,1,Muna Obiekwe
Nigeria,2015,People,2,Muhammadu Buhari
Nigeria,2015,People,3,Lamar Odom
Nigeria,2015,People,4,Bruce Jenner
Nigeria,2015,People,5,Bobbi Kristina
Pakistan,2015,People,1,YTPak
Pakistan,2015,People,2,Bigg Boss 8
Pakistan,2015,People,3,Bajrangi Bhaijaan
Pakistan,2015,People,4,Kumkum Bhagya
Pakistan,2015,People,5,Prem Ratan Dhan Payo
Pakistan,2015,People,1,Reham Khan
Pakistan,2015,People,2,Ayyan Ali
Pakistan,2015,People,3,Amy Jackson
Pakistan,2015,People,4,Karishma Tanna
Pakistan,2015,People,5,Mira Rajput
Philippines,2015,People,1,AlDub
Philippines,2015,People,2,Pope Francis
Philippines,2015,People,3,Maine Mendoza
Philippines,2015,People,4,FIBA Asia 2015
Philippines,2015,People,5,Dubsmash
Philippines,2015,Men,1,Pope Francis
Philippines,2015,Men,2,Alden Richards
Philippines,2015,Men,3,Stephen Curry
Philippines,2015,Men,4,Lamar Odom
Philippines,2015,Men,5,Rodrigo Duterte
Poland,2015,People,1,Andrzej Duda
Poland,2015,People,2,Barbara Sienkiewicz
Poland,2015,People,3,Robert Leszczyński
Poland,2015,People,4,Magdalena Ogórek
Poland,2015,People,5,Paweł Kukiz
Portugal,2015,Global Figures,1,Taylor Swift
Portugal,2015,Global Figures,2,Selena Gomez
Portugal,2015,Global Figures,3,Kylie Jenner
Portugal,2015,Global Figures,4,Irina Shayk
Portugal,2015,Global Figures,5,Ariana Grande
Romania,2015,People,1,raspunsuri pixwords
Romania,2015,People,2,rezultate bac 2015
Romania,2015,People,3,puterea destinului
Romania,2015,People,4,rase de caini
Romania,2015,People,5,fast and furious 7
Saudi Arabia,2015,People,1,سعود الفيصل
Saudi Arabia,2015,People,2,سعود الدوسري
Saudi Arabia,2015,People,3,بنات الشمس
Saudi Arabia,2015,People,4,الملك عبدالله
Saudi Arabia,2015,People,5,العشق المشبوه
Singapore,2015,People,1,PSI Singapore
Singapore,2015,People,2,Lee Kuan Yew
Singapore,2015,People,3,SEA Games
Singapore,2015,People,4,WhatsApp Web
Singapore,2015,People,5,iPhone 6s
Singapore,2015,People,1,Lee Kuan Yew
Singapore,2015,People,2,Amos Yee
Singapore,2015,People,3,Lee Wei Ling
Singapore,2015,People,4,Lee Hsien Loong
Singapore,2015,People,5,Chee Soon Juan
Slovakia,2015,People,1,Karel Gott
Slovakia,2015,People,2,Adriana Kmotríková
Slovakia,2015,People,3,Hedy Lamarr
Slovakia,2015,People,4,Martin Jakubec
Slovakia,2015,People,5,Dakota Johnson
South Africa,2015,People,1,Loadshedding
South Africa,2015,People,2,August Alsina
South Africa,2015,People,3,Xenophobia
South Africa,2015,People,5,Lamar Odom
South Africa,2015,Global Figures,1,Collins Chabane
South Africa,2015,Global Figures,2,Jackie Selebi
South Africa,2015,Global Figures,3,Mmusi Maimane
South Africa,2015,Global Figures,4,Baleka Mbete
South Africa,2015,Global Figures,5,King Zwelithini
Sweden,2015,People,1,Lisa Holm
Sweden,2015,People,2,Caitlyn Jenner
Sweden,2015,People,3,Måns Zelmerlöw
Sweden,2015,People,4,Zara Larsson
Sweden,2015,People,5,Miriam Bryant
Switzerland,2015,People,1,Eurokurs
Switzerland,2015,People,2,Charlie Hebdo
Switzerland,2015,People,3,Sonnenfinsternis
Switzerland,2015,People,4,iPhone 6s
Switzerland,2015,People,5,Paris
Thailand,2015,People,1,เชือกวิเศษ
Thailand,2015,People,2,รักนะเป็ดโง่
Thailand,2015,People,3,เพื่อนเฮี้ยนโรงเรียนหลอน
Thailand,2015,People,4,ทิ้งไว้กลางทาง
Thailand,2015,People,5,สุดแค้นแสนรัก
Thailand,2015,People,1,หลวงพ่อคูณ
Thailand,2015,People,2,แอนนา รีส
Thailand,2015,People,3,ปอ ทฤษฎี
Thailand,2015,People,4,พลอย เฌอมาลย์
Thailand,2015,People,5,แตงโม
United Arab Emirates,2015,People,1,Sheikh Rashid bin Mohammed bin Rashid Al Maktoum
United Arab Emirates,2015,People,2,Andrea Brillantes
United Arab Emirates,2015,People,3,Lamar Odom
United Arab Emirates,2015,People,4,A. P. J. Abdul Kalam
United Arab Emirates,2015,People,5,Bruce Jenner
United Arab Emirates,2015,People,1,Iphone 6s
United Arab Emirates,2015,People,2,Indian Premier League
United Arab Emirates,2015,People,3,The Fast and the Furious 7
United Arab Emirates,2015,People,4,Ramadan
United Arab Emirates,2015,People,5,Agario
United Kingdom,2015,People,1,Cilla Black
United Kingdom,2015,People,2,Lady Colin Campbell
United Kingdom,2015,People,3,Jeremy Clarkson
United Kingdom,2015,People,4,Lamar Odom
United Kingdom,2015,People,5,Anne Kirkbride
United Kingdom,2015,Global Figures,1,Jeremy Corbyn
United Kingdom,2015,Global Figures,2,Charles Kennedy
United Kingdom,2015,Global Figures,3,David Cameron
United Kingdom,2015,Global Figures,4,Ed Miliband
United Kingdom,2015,Global Figures,5,Chuka Ummuna
United States,2015,People,1,Lamar Odom
United States,2015,People,2,Jurassic World
United States,2015,People,3,American Sniper
United States,2015,People,4,Caitlyn Jenner
United States,2015,People,5,Ronda Rousey
United States,2015,People,1,Lamar Odom
United States,2015,People,2,Caitlyn Jenner
